userName,score,content,at
Devjani Sutradhar,5,nice this app,2026-02-06 09:42:00
Hira Khan,5,it's very useful for me,2026-02-06 09:40:50
A Google user,1,ভালো,2026-02-06 09:39:23
Ivan Ong,2,"App started off well in teaching the basic words, but eventually when it reaches the verbs things started to get harder, and I feel I'm doing the lessons for the sake of spelling words correct with zero learnings. Joined the app to learn how to speak the language but now it's mostly testing my spelling to be exact.",2026-02-06 09:37:46
monna wafa nes_faith98@yahoo.com,5,Duolingo is good and it can teach you of any language i sure it will be a perfect way to learn your language and fun for any one,2026-02-06 09:35:54
Zealandia,1,"they use Ai, and it is pay to win basically. don't use this platform, use Google translate, it is much better. trust me.",2026-02-06 09:35:13
Temu,3,"it was good at some point, they got actual humans to check if it was right. then they replaced those humans with robots. now whenever i speak the robot CONSTANTLY says im wrong, despite the fact i know its right. not to mention thr ""super duolingo"" thing. like literally i would just rather normal ads. i get a super ad every time i finish a lesson it makes me want to scream",2026-02-06 09:33:34
Adolphina Legodi,3,learning quicker than I thought I well,2026-02-06 09:32:57
Kyle Cant,4,its very easy to learn new words,2026-02-06 09:31:15
Arman Khan,5,good app 👍,2026-02-06 09:31:12
Althea Villanueva,5,I learn so many and much fun,2026-02-06 09:30:52
Aarti Namdev,5,im learning math i know more than before,2026-02-06 09:30:39
Soni Ranjeet Singh,5,hola this app is helping me is perfecto,2026-02-06 09:27:08
Mohd Hasan,5,best aap,2026-02-06 09:24:48
Kasam Khan,5,I love this app this helps me,2026-02-06 09:22:53
Leonylen Orjalesa,4,nice,2026-02-06 09:22:06
Mdaabid Ali,5,very nice and good 👍👍👍👍,2026-02-06 09:21:21
Martin Smart,5,"this is a perfect app for learning new languages, i am learning german with it and everything is going smooth and good.",2026-02-06 09:18:27
Theodore AV,5,"most recommended language learning app! its easy for you to understand and you can do more than once a day! its very effective, and very easy, I recommend this app for beginners.",2026-02-06 09:17:40
lilian wangari,2,nice,2026-02-06 09:16:30
Rupsha Chakroborty,5,good but little bit disturbing,2026-02-06 09:16:28
Murtaza Naseri,5,nice,2026-02-06 09:11:40
Anila Malik,5,best language learning app,2026-02-06 09:11:35
Lan Don,5,perfect for new people that wants to learn languages!,2026-02-06 09:11:32
Anjum Ara,5,it's a good website and it helps us to train many languages,2026-02-06 09:08:54
Maunata Ingnam,5,amazing app,2026-02-06 09:08:06
Bry H,5,helps me learn and for free,2026-02-06 09:07:34
Farhan ali,5,good 😍😍😍,2026-02-06 09:07:06
Toby O,1,"I prefer to learn in other methods and use duolingo for vocab recap, there's so many ads it's unusable and I'm not paying for premium just to practise vocab. also switching from hearts to energy is just an absolute scam",2026-02-06 09:06:41
Rishi Ror,5,good,2026-02-06 09:03:46
Noshi Mumtaz,4,so good 😊👍,2026-02-06 09:03:43
komal Rajbhar,5,nice,2026-02-06 09:03:21
Abdullah Amjad,5,it good and fun .....,2026-02-06 08:59:36
Archie Brown,4,Its realy engoyable helped me learn my parents language but i have over 21 perfect lessons but i have only unlcocked 2 out of 5 on the flawless finisher acheivement.So please sombody fix the acheivement system.,2026-02-06 08:59:04
Abdul Rehman khan,5,super,2026-02-06 08:58:12
Istiak Ahmmed,5,Excellent,2026-02-06 08:56:30
Ozioma Deborah,5,i love it,2026-02-06 08:56:00
Nikunj Shah,1,Since last update my lesson not going ahead. Stuck on same level again and again.,2026-02-06 08:54:50
Saisri Hemu,5,very good to learn more,2026-02-06 08:54:35
Karuna Limboo,5,helpful app,2026-02-06 08:52:40
Reka Magyari,1,"it's overall useful to get you talking, the flashcards are repeating american too often for no reason. I learned nothing with this app but practiced stuff i learned elsewhere like babble. once i got past the stuff i learned elsewhere it just gets frustrating and nothing makes sense. i'll be unsubscribing and probably deleting again soon...also even though i have a subscription to not have adds now app is trying to push to get a family plan...even more reason to delete again...",2026-02-06 08:49:17
Immaculate Musoki,3,its good but some levels are not for free and the energy recharge every minute is tiring,2026-02-06 08:49:14
jaya murugan,5,good,2026-02-06 08:49:04
Dj Zila,5,the best ever merci,2026-02-06 08:48:49
Sayara Sipai,5,happy,2026-02-06 08:47:59
Qaisy,4,overall its good but lately I've been doing many times practice but it doesnt change to other practice part. I mean it stays the same practice even i had done it 4 times. how to do? pls help my xp kept increasing but the practice stays the same,2026-02-06 08:47:37
Joseph Robert Hales,5,"Cuncta fluunt, baby. Same river, different strokes?",2026-02-06 08:45:18
Yash Gade,5,I love it,2026-02-06 08:44:19
Hazari ram,5,It's an amazing app to learn different languages,2026-02-06 08:44:11
Shivani Dakhore,5,this app is very funstatic and language learn the teach,2026-02-06 08:44:04
Michelle,5,quick easy learning,2026-02-06 08:41:39
Yousef Ahmed,5,its the best learning app it helps me know vocabulary and grammar Yousef. 2026/2/6,2026-02-06 08:41:10
Bhakta Thapa,5,This app is soo good its help ez to know.,2026-02-06 08:36:55
Samson Mindipi,5,im getting there..best app,2026-02-06 08:35:29
Shawn Yo,5,great app to learn a language if rour willing to look passed the slightest amount of microphone not picking up your for sentences fully 👍 otherwise better then most language apps and videos online 8.75 out of 10,2026-02-06 08:34:48
Sweet Home,2,It's a real good app but the problem is when I was in the finals their finals and it doesn't make me go to the beginningIt's so annoying and make me Delete their app. I'm not only that one time is practice for together some energy but then told me what is sugar in Arabic okay and I said that's right and I'm sure because Arabic is actually my my.Bon language but it told me that it's wrong and the right one is coffee that makes no sense.And it made me lose and lose everything Coffeeis not in my op,2026-02-06 08:34:40
Mira Hussam,5,It is actually so easy its like a game U should download it and it is the only app that made me understand Japanese,2026-02-06 08:32:04
Babbu Babar,5,acha hai,2026-02-06 08:28:58
Juste Ndomo,5,The best,2026-02-06 08:27:52
Dancing bannana Bannana,5,good teaching lessons,2026-02-06 08:27:44
Shaikh,5,زبردست,2026-02-06 08:27:22
Tuba Rafiee,5,Perfect⭐⭐⭐⭐🌟🌟✨✨,2026-02-06 08:27:22
Jackson Lyapa,5,very good and convenient,2026-02-06 08:24:08
Work Time,5,very good 👍🏻,2026-02-06 08:22:55
Vishesh Jangid,5,love you play with you,2026-02-06 08:21:31
anjumanara begum,5,wow🏆🏆🏆🏆🏆🏆🏆🥇🥇🥇🥇🥇🥇,2026-02-06 08:18:10
Rohan Sha,4,good 👍😊,2026-02-06 08:17:25
ANAS KHAN2024,5,THANKS I LOVE THAT 😘,2026-02-06 08:16:06
RISHI ROBBA,3,it's good 👍,2026-02-06 08:15:06
Farjana Moon,5,this app is interesting 💝💝🕺🕺,2026-02-06 08:14:07
Nidhi Tiwari,2,nice but it's not letting me learn french the language but it's telling me to play chess??????????,2026-02-06 08:13:25
Pedrero Hilfiger David L.,4,ads,2026-02-06 08:12:52
Arshaan Saudagar,5,good chess learning good music learning good maths learning and 1000 + languages,2026-02-06 08:12:40
Arthur Toemyint,3,it didnt have malay,2026-02-06 08:11:40
Faizan BuTt,5,nice 🙂,2026-02-06 08:11:07
Amit Meena,3,nice but low standard,2026-02-06 08:10:29
Harsh JAIN,5,it's so fun and amazing I love it,2026-02-06 08:08:01
Sima Akter,5,good app,2026-02-06 08:07:38
Ayesha Noor,3,this is a good app i love it 😍 thank you so much 👍,2026-02-06 08:06:38
Freddie Nicholson,5,"Very good at helping me learn languages, I can now speak Polish to my friend",2026-02-06 08:04:52
Dimas RJ,5,bagus👍,2026-02-06 08:04:28
هديل طواها,5,wow🤍🤍🤍🤍🤍🤍,2026-02-06 08:04:17
Isla Hall,4,it's a good app to say that like u have only just started to learn a language,2026-02-06 08:01:18
Dean Bghh,5,Duolingo is very helpful it's been helping with my education,2026-02-06 08:01:16
Ozah jennifer,4,it's amazing learning from the comfort of your home with no supervision but effective results.,2026-02-06 08:01:10
Jack Slade-Carter,4,really good at the minute i am learning german and the widget reminds me on my home screen every morning the only thing is the energy runs out after like 3 lessons its so annoying,2026-02-06 08:00:55
Mark Wilkinson,1,"It tried to charge me for a free trial. I installed the app and did an intro lesson. At the end, a subscription window opened. It included a free trial. I picked the trial and the app opened a pay window. The app had found my credit card info somehow, and it wanted me to enter my security code for an amount of $0.00. I removed the app immediately.",2026-02-06 08:00:34
Mitesh Bhai Rathva,5,very nice 👍,2026-02-06 08:00:17
Vimala Swami,5,Duolingo is as Best learn app for all kids,2026-02-06 07:59:45
archim karanja,1,theres a slider that appears at the end of a math lesson ... it doesn't work so i lose time doing a lesson only to quit due to app error . its trash,2026-02-06 07:58:54
နှင်း သဇင်စိုး,5,I like this application.,2026-02-06 07:58:10
Ashleigh Smith,3,x2 and x3 xp points are not giving the correct points. Please can this be sorted out. I've never missed a day in 4yrs and I am struggling to increase friend quests,2026-02-06 07:57:07
POEM LENTSWE,5,the best ever,2026-02-06 07:55:16
Jaya Singh,4,great..,2026-02-06 07:55:15
Suhana Uddin,5,oh this is the best app for learning languages,2026-02-06 07:55:05
Srity Saha,5,😀very good,2026-02-06 07:52:27
Saddam Husen,5,superb awesome and loved,2026-02-06 07:50:52
Raymond Franco,5,"This is very beautiful, thank you for making it.",2026-02-06 07:49:15
Filippo Garbelli,5,Top,2026-02-06 07:46:13
Alani Eman Ibrahim,5,amazing learning app!,2026-02-06 07:45:45
ashleigh saltmarsh,2,its a great app but the video call facility at the moment is so poor. it seems to be the case across all android devices. they need to fix this or work out a solution with android as its becoming unworkable. it cuts off and speaks over you and doesn't wait for you to answer. this is now the same on the flashcards.,2026-02-06 07:44:36
Momina Rehman,5,"I love Duolingo and I use this app befor for swedish, Turkish, arabic, finish. must try this app that why I love this app.",2026-02-06 07:44:02
Zechariah Naik,5,so far I have learnt alot of Spanish. App also has a chess teaching feature and math... Looking forward to completing Spanish and moving on to Japanese.,2026-02-06 07:43:04
Rohit Chand,5,Best app to learn any languages,2026-02-06 07:42:42
josh viking,3,infinite energy should be free but I'm learning German couldn't find Russian,2026-02-06 07:41:58
Zero,5,Helps improve volcabulary and Pronunciation alot,2026-02-06 07:40:53
Azwa Mami17,5,i luv it<3,2026-02-06 07:40:30
Bezalel Shava,5,Really helps you understands and memorize words through a repetitive process which is very effective. It also keeps you motivated and always reminds you to do lessons.,2026-02-06 07:39:25
DBZ GAMERZ,5,best learning language in the world it is to good for every country and learn many languages to good,2026-02-06 07:37:48
Fadhil Khamis,5,I like it because learning is fun and with joy,2026-02-06 07:35:52
Mohanbabu Jaganathan,4,Good app,2026-02-06 07:35:49
nazrul khan,5,"OMG I LOVE THIS APP! This app makes learning so fun with many funny ficional characters. I'm learning korean recently and i've learned some common words so far, people who wants to learn new languages must try it!",2026-02-06 07:34:02
الناز عطائی,5,Thank for freezing our efforts when we could not use this app ♥️🇮🇷,2026-02-06 07:33:59
Suman Gaur,5,very useful,2026-02-06 07:33:15
Maxamed Aadan,5,what a application 👏 😳,2026-02-06 07:32:32
Yaseen Khan,2,I am pakistani National language in urdu Please add urdu,2026-02-06 07:32:21
Tulipán_ _141,5,I really love this app.,2026-02-06 07:32:08
Jason,5,helps you so much to learn languages,2026-02-06 07:30:52
Fay Fav,4,"I was gonna give this five stars but I give 4 due to an issue with the chess course. Whenever I do the ""Capture craze"", some of the pieces are invisible and it makes it kinda annoying. But otherwise Duolingo is an amazing app for language learning, very optimizing, very engaging and a good use of screen time. I highly recommend.",2026-02-06 07:29:45
Nima Derin,5,I love it 😍 really good 100% good,2026-02-06 07:28:54
Bishnu Sunar,5,very good 👍,2026-02-06 07:28:32
Larayah Fletcher,5,it is so good that at school I'm getting better at my maths,2026-02-06 07:27:41
Tricia Washbrook,5,I enjoy the variety of the lessons. The chance to correct mistakes with an explanation of why I went wrong is very helpful.,2026-02-06 07:26:56
Mohammad Reza Beygi,5,"Hello, I can’t afford the Duolingo subscription. Would it be possible for you to gift me a few months of free access? I really love using Duolingo without limitations",2026-02-06 07:25:30
Monu Yadav,3,Without Any Mistake My Shield Point Decreasing Even My Answer is true,2026-02-06 07:25:25
Shaafici Diiriye,4,I Recommend if you want to a nee language but subscription ads sucks.,2026-02-06 07:24:45
Kumar R,5,the best learning app for us which will make u to learn quick and peacefull easy way,2026-02-06 07:24:43
realyn manalo,5,you can learn fast,2026-02-06 07:23:51
Tushar Raoji,5,👍😊 good,2026-02-06 07:22:09
Kabita Boro,5,beast the Duolingo 👍,2026-02-06 07:22:02
Rudraraj sinh Rathod,5,easy language learning app for learners,2026-02-06 07:20:35
Mahi Jani,4,good,2026-02-06 07:19:29
Shailja Sharma,5,This is so interesting app but I feel like a game . 😍😍😍😍😍😍😍🤩🤩🤩🤩🤩🤩🤩🤩🤩🥰🥰🥰🥰🥰🥰😘😘😘😘😘😘😗😗😗😗😗,2026-02-06 07:17:43
Simon Kurian,4,duo is good,2026-02-06 07:17:25
Fatema Siraj,5,helpful and amazing,2026-02-06 07:17:07
Alessio,1,ma che schifo di cambiamento è quello di far si che se schiacci su una parola dopo averla inserita questa non viene rimossa? Questa app ha zero innovazione e quando si rinnova lo fa solo in peggio.,2026-02-06 07:16:27
Harsh Raval,3,good👍,2026-02-06 07:13:53
Israt Fatmi,5,😁😁👌,2026-02-06 07:13:41
Anamta Rao,5,I LOVE THIS APP! it thought me russian..korean.. etc!,2026-02-06 07:13:36
Rudy Anthony,5,it's help me a lot,2026-02-06 07:11:51
Ashudeep Sidhu,3,very nice 🙂👍,2026-02-06 07:08:00
Laura Wright,4,wonderful app but please enable a way to disable the animations/sound effects when I up level in a course. they are not value added and are disruptive because they ignore volume settings on my phone. Also why does the chess course ignore the phone's volume settings?,2026-02-06 07:06:28
Allyson Mutaz alvarez benitez,5,it's very helpful! I've been using this app for a year already and learning Japanese! I finally can make small conversations with others!! love the app,2026-02-06 06:58:45
Aarushi Singh,4,good 👍,2026-02-06 06:58:44
Tamanna Habib,1,"from yesterday my track of completion of task is wrong, It's showing that one day and it's showing that I'm offline but my net is working perfectly fine.",2026-02-06 06:57:58
Shivani Sharma,5,good,2026-02-06 06:55:26
NAYAK TAKIRI,5,it is very good when I start to learn then I feel easy,2026-02-06 06:54:13
Sabana Khatun,5,It is best,2026-02-06 06:53:56
Smilehewolf Sakigami,1,"I've been using this app for quite a while and over the last few months it's been getting worse and worse. First the inclusion of ai and now I can't even do 3 lessons without having to refill the goddamn ""recharger"". This terrible app has been getting more and more greedy and just wants to sell their membership, it's not about learning languages anymore it seems. I think I will eventually have to find another app, I don't wanna lose my progress but I really can't keep up with this greed...",2026-02-06 06:53:26
Binati Satpathy,1,I am angry,2026-02-06 06:51:35
Chalermkiat Atsawadechwuth,5,try to learning it is so good.,2026-02-06 06:48:35
Nizamuddin Mohammad,4,This is the best training app for me,2026-02-06 06:45:52
Babli Sharma,5,very nice app. I love it,2026-02-06 06:45:11
SA Rathod,3,wow nice 👍,2026-02-06 06:45:03
Marie Green,5,"nice, bite sized, varied sections of learning. Easy to use and you can learn in a flexible way whenever you want to.",2026-02-06 06:42:56
ashish kumar,1,nice,2026-02-06 06:42:54
Kacey-leigh gregson,5,amazing,2026-02-06 06:42:28
Ayyan Ubaid,5,bestvapp,2026-02-06 06:41:25
Tigist Getahun,5,it's perfect app ti learn language,2026-02-06 06:40:39
Raji Unnikrishnan,5,its good thanks duolingo,2026-02-06 06:39:29
Anas Asaad,5,very good,2026-02-06 06:39:13
Formunka Blessing,5,so nice 🩵😌,2026-02-06 06:35:02
Rita Rana,5,Completely language learning app.,2026-02-06 06:34:42
Rahul Kumar,4,it is best platform on learn English.,2026-02-06 06:34:25
Ovortin,5,very good app to learn foreign language 5 star from me,2026-02-06 06:32:56
Nechto,5,a good app for learning languages!,2026-02-06 06:32:41
Mukter Hussain,4,good👍😊,2026-02-06 06:32:10
Matthias Busuttil,4,not that bad,2026-02-06 06:28:37
Syed Ali Bukhari,3,awesome,2026-02-06 06:28:24
Ahmed Adel,5,very good,2026-02-06 06:27:09
Usha Mahilane,4,this app is best,2026-02-06 06:25:33
Vinay Mudhiraj vy,5,good,2026-02-06 06:25:03
Sharma Sharma,5,This app is very helpful,2026-02-06 06:24:04
Abhishek Pangeni,4,Nice place to learn language.,2026-02-06 06:22:34
Blood Bone,4,app is very aggressive and it scares me,2026-02-06 06:22:11
きahmedヅきAlkordeヅ,5,انصح اي حد عاوز يتعلم بالبرنامج دا سهل ومفيد ♥♥♥♥✨,2026-02-06 06:17:55
Adam Haziq,5,It's actually fun! but i'm still working on learning spanish 🥲,2026-02-06 06:17:24
Noah Vilchiz,5,I'm tryna learn German it helps,2026-02-06 06:15:23
Raheemat Olajumoke,5,"It has been so much exciting and has been getting more interesting the more it is updated This app has made language learning so much fun and easy to understand. I would really like it if some other African languages like ""Yoruba"" could be added too please 🥺 🙏",2026-02-06 06:14:59
Bibina Benny,3,good,2026-02-06 06:14:27
Silvano Jason,5,is so fun,2026-02-06 06:13:54
Ajay Kumar,5,best learning game,2026-02-06 06:13:46
Rohit Kumar,5,nice,2026-02-06 06:09:36
Uma Gupta,5,the Duolingo app is so good they give you a game experience just like a game you can play here.,2026-02-06 06:03:41
Kajal Sinha,5,This is great for learning language 😃👍,2026-02-06 06:02:16
Allexa Caroline,5,so good,2026-02-06 06:00:14
Ghafur Badragh,5,it was really nice,2026-02-06 05:56:16
Ahmed Yussuf,5,I love it,2026-02-06 05:55:31
Kajal Rajput,5,good 😊,2026-02-06 05:55:08
Fahreza Khairul,5,make learning languages fun 😆,2026-02-06 05:54:40
Atish Kumar Nahak,5,thank you dou you are helping my chest and English so better better so I am so love it Duolingo and I am writing this five star and this is best learning app in the world please guys let me you can try this app easily this is free and please your children's and Charles learning English and chess some Japanese Spanish so many language in easily thank you duo Duolingo TV,2026-02-06 05:53:50
jyothi kosanam,3,good,2026-02-06 05:53:22
Swapna Debnath,4,the ads are bad like I don't want to take the premium plus I don't want to try the free trail but they are showing me ads in every 2 min that's annoying bro.,2026-02-06 05:53:17
SYED AMAN,5,it's very nice app english learning,2026-02-06 05:53:17
Minecraft op,5,it is a very good platform where you can easily learn any language,2026-02-06 05:51:17
Logu Vikki,5,nice learning platform,2026-02-06 05:50:15
andriy oslavskyy,5,This app is really good it's helping me learn a bunch of languages,2026-02-06 05:50:07
Tarun Tkd,5,GUD,2026-02-06 05:49:55
Atashi Sarker,5,best language learning app ever,2026-02-06 05:49:53
Neeraj Rohilla,5,love you,2026-02-06 05:48:12
Shibil ashif Mk,5,very helpful,2026-02-06 05:47:47
Solmaz Dolatkhah,3,stop ads.it's intolerable😕,2026-02-06 05:47:38
Thiam Ashley,5,"Very good, started learning Indonesia very well yesterday",2026-02-06 05:46:32
Savitri Bhegade,5,excellent 👌🎉🌹,2026-02-06 05:43:24
Veeru Cute,3,it's OK 2.5,2026-02-06 05:42:42
nesl booster,5,good job 👏,2026-02-06 05:41:38
Rajiv Thakur,4,I'm learning i hope you can also learn from this platform such a useful fella,2026-02-06 05:37:10
Gage Yeomans,1,"i had a freeze streak, and when i woke up it reset my streak this app is so trash",2026-02-06 05:36:33
Ayusmita,5,it is nice but would like to speak the language more naturally,2026-02-06 05:36:08
Patience Sabali,5,It's very good and interesting,2026-02-06 05:35:55
Waf Communication,5,i thing that app is very helpfull,2026-02-06 05:34:57
Vinz New era,5,sangat seru,2026-02-06 05:29:55
Ramusing Segal,5,naic,2026-02-06 05:27:10
john doe,5,nice app,2026-02-06 05:25:43
Tav Byerhoff,2,"the app is so-so for language and less so for chess. it feels like the content of the sections doesn't really match the subject heading, lessons may be loosely related to the supposed subject but fall back randomly to other subjects in a way that does not feel thoughtful, probably AI and like most things AI, it's not a benefit. Chess is even worse in this regard with the same canned and unlikely stuffed checkmates in every section. it seems slapped together and fully automated by AI.",2026-02-06 05:23:36
MD HABIBUR,5,free super Duolingo please 🥺,2026-02-06 05:22:52
Harshdeep Kaur,5,bhut bhut bhut zyada mzedaas asani se language ko sikhne ka asaan trika ha Duolingo❣️🥰🥰🥰,2026-02-06 05:22:12
Jayden Ratliff,5,learning so much,2026-02-06 05:21:19
NAVIN CHAUDHARY,5,supper,2026-02-06 05:20:19
Latesh Soni,5,learning becomes too easy,2026-02-06 05:18:56
Nilima Tirkey,5,very nice,2026-02-06 05:18:16
ani amsa9838,5,Duolingo us ver useful app,2026-02-06 05:17:00
Element Tee,5,"it has exact pronunciation, no difference when connect with people",2026-02-06 05:15:53
Vihan Khatri,5,good,2026-02-06 05:14:56
Jochi Fuentes,5,Perfect app for lessons,2026-02-06 05:13:49
Anne Reyes,5,A great app for learning.,2026-02-06 05:13:04
Mudra Ramane,5,this app is very nicely,2026-02-06 05:11:39
Joehan Mathew bino,5,love it,2026-02-06 05:10:50
Hirad God,4,good,2026-02-06 05:03:36
Aliyu Zannah Bukar,5,Good App,2026-02-06 05:03:24
Archana Thakur,4,good app,2026-02-06 05:02:30
Alireza Sepehrirad,5,"Awsome, its great.",2026-02-06 05:02:05
sanjida sadat,5,this the best language lesson app,2026-02-06 05:00:50
Laboni akter,5,it is the short option to learn any language would you like ..... and very easy .... 😋😋😋,2026-02-06 05:00:50
HARDIK VANZARA,5,"very best app to learn languages at anytime, anywhere",2026-02-06 05:00:46
Barun Kherwal,5,🥰😍,2026-02-06 04:56:51
Kuga Kuga,5,good,2026-02-06 04:52:55
mezid,5,Nice,2026-02-06 04:52:12
radil Islam,2,অনেক এড আসে আর বার বার সুপার নিতে বলে 🤕😡,2026-02-06 04:51:28
Charles Buena,5,it really helps me learn korean,2026-02-06 04:49:51
Christopher Storey,5,easy to learn with,2026-02-06 04:48:01
John,5,very good,2026-02-06 04:47:57
snehal Kalshetti,5,best app,2026-02-06 04:47:07
Ainul Khan,5,Puri duniya Ko iski jarurat hai 🙂🙂🙂,2026-02-06 04:46:23
Sahibzada Shahram,5,lovely,2026-02-06 04:46:07
Kamlesh kumar nahak,5,Cool,2026-02-06 04:43:01
Humaid khan,5,I like very very much because my language is improved thanks 👍,2026-02-06 04:42:28
Rohini Kadam,5,🥰❤️❤️❤️❤️❤️❤️❤️,2026-02-06 04:40:43
Francesco Capinera,5,really fun and productive. You need to pick well your starting level at the beginning to make it really useful.,2026-02-06 04:39:08
Esther Wanjiru,5,it's fun,2026-02-06 04:37:40
Emma Clarke,1,"Duolingo was great until they added that stupid energy bar. there was a lesson with 40 questions so I couldn't even finish the lesson because it wouldn't give me enough health. they took away the listening and writing lessons so now everything is just repetitive and boring. I hate what this app has become, I'm over it and I'm done",2026-02-06 04:37:16
Melissa J,2,"no customer service and AI lessons that repeat and also have incorrect words. they do not respond to anything. I'm very tired of listening to the same conversations even when I'm in a new unit. I would not trust this app for actually learning a new language. I'm using it to refresh one I already knew, and the mistakes are ridiculous.",2026-02-06 04:36:21
Shifa Shifaa,5,membantu bangettt!😭🤍,2026-02-06 04:35:33
ZIMMY STAR,4,It is a nice place to learn international language very smoothly to read write a voice. daily practice makes you perfect 🤝,2026-02-06 04:31:22
Dean Braithwaite,1,have been reporting bugs with the app for 2 months now and it still doesnt work also if you have a couple of days off and come back to it you have to do a long refresher course that just gets in the way and you cant skip it.,2026-02-06 04:31:13
Aarav Khan,5,good try it,2026-02-06 04:30:49
Shauna Mote,5,so far I'm having fun learning Spanish,2026-02-06 04:30:30
Benjamin Butler,4,"I think Duolingo is a great way to learn and it makes learning a new language fun but I think there are way to many adds but I do like that you can learn things like chess, music, and made up languages so I recommend Duolingo",2026-02-06 04:28:24
Sayantika Mondal,5,good,2026-02-06 04:23:55
Cynthia Ossy-Orley,4,I love this app,2026-02-06 04:23:53
Shamey Sharko,5,I think perfect for people around the world,2026-02-06 04:23:43
Priya Nadar,5,very nice good for our future,2026-02-06 04:23:38
Desandu Methnula,5,it's amazing and open a new window to learn,2026-02-06 04:22:05
Karan Kumar,5,वैरी नइस,2026-02-06 04:20:24
Merina Afrin,2,"Here in Bangladesh, 95% of peoples are Muslim. So as a Muslims we must learn Arabic. But sadly Duolingo doesn't offer learning Arabic for Bengali people. I hope that they'll accept my request.",2026-02-06 04:19:12
Tabitha maguta,5,"it's a good app for learning, I enjoy it a lot",2026-02-06 04:15:11
muhammad soman,5,good app for learning languages it is the best learning app I ever seen you should try this app it's completely free☺️,2026-02-06 04:15:04
Sana Neelkanth,1,i cant cancel my free trial pls tell me how to,2026-02-06 04:12:51
Saranya Nagarajan,5,duo is Soo good,2026-02-06 04:10:42
Arsal ANEES,5,This is an amazing App For learning Languages.And It's Free too.,2026-02-06 04:09:48
Anubhav Gupta,5,best English language is app,2026-02-06 04:09:22
Amrit M06,5,it is verry easy to download kar sakte ho,2026-02-06 04:08:48
Janki Gihar,5,I did not know English at all but after downloading this app my English has improved a lot.,2026-02-06 04:07:41
Reeshav Roy,4,It became an addiction. 😅,2026-02-06 04:07:29
Sita shree Nayak,4,This one is so interesting,2026-02-06 04:06:45
Isti Adi,5,really helpful!,2026-02-06 04:06:03
Tyger,5,helped me study my culture very easily,2026-02-06 04:04:07
UDAY KIRAN,5,I don't know what happened to this app . From past 5 days it suddenly closed and went to home page . please rectify this problem . overall is best ever app for learning languages,2026-02-06 04:04:03
Princy Chaudhary,5,best english learning app in the world,2026-02-06 04:03:32
Big Future,5,i think it's great yeaa thanks to Duolingo I guess,2026-02-06 04:02:03
hannah caasi,5,i am having so much fun learning!,2026-02-06 04:01:32
Prithwish Mitra,5,nice app,2026-02-06 04:01:03
Saad Ahmad,5,It's a fun way to learn !,2026-02-06 04:00:13
Christina Mabhena,4,duo is wonderful ...it's easy and fun to learn from it,2026-02-06 03:59:43
Bhabesh Barman,5,best language learning app,2026-02-06 03:58:34
Sunita Tamang,5,the best option for learning other languages and i learned spanish from duo recommended app,2026-02-06 03:57:49
ushani manohari,5,"Even though I am a beginner to Spanish, and Duolingo, I have seen some improvement in my Spanish through Duolingo, and I have only been on for five days! So far, I am quite satisfied with Duolingo and recommend others to try it.",2026-02-06 03:53:47
Renuka Byalla,5,excellent 👌 to improve your skills.,2026-02-06 03:53:28
Rukmani Sharma,5,this is very good app for everyone,2026-02-06 03:53:01
Valeria Kyut,5,mudah dan menyenangkan!!!!!,2026-02-06 03:51:47
Lalu Vasava,5,good 👍,2026-02-06 03:51:42
Wanda Ricky,5,I am traveling to Spain in a few weeks and needed to brush up on basic Spanish. well done Duolingo!!,2026-02-06 03:50:09
Тимофей Тимофеев,1,Poor UX. After signing to account all progress is lost,2026-02-06 03:49:40
Vikash Kumhar,5,good,2026-02-06 03:48:44
Sara Hlad,5,Lovin it,2026-02-06 03:48:36
Pranav Majigamkar,3,for advertisement -2 star,2026-02-06 03:48:25
Shaheer Ahmed Mudassar,5,such an amazing app lot of fun using while using this,2026-02-06 03:46:53
Anshika Chettinad,5,easy learning app,2026-02-06 03:46:51
Fahad Gazi,5,bary good,2026-02-06 03:43:46
António Eduardo,4,It's good. Recommend,2026-02-06 03:41:45
Theresa Kayelyn Bulahan,5,on my first day I already learned more than 10 words,2026-02-06 03:41:32
Aafreen Channel,5,excellent,2026-02-06 03:41:00
Zahoo123,5,i love to learn othee languages,2026-02-06 03:41:00
Yasin Dewan,5,This is a best app Learning language 😇😇😇,2026-02-06 03:39:30
Awon Muhammad,1,borring app,2026-02-06 03:39:26
Dr. Swagat,5,nice 👍🙂,2026-02-06 03:37:07
Rare Wubbox,1,"It's practically impossible to learn anything using this garbage app since you can only ever do 2 free lessons of anything a day. If you're thinking about learning something via an app, give up. It will never be free, it will never teach you, and it will always be boring.",2026-02-06 03:36:59
Sabir Alam,5,nice,2026-02-06 03:36:09
KITTY GREEN,5,The best app ever. I am learning a new language and hopefully can speak fluently in the coming months! But what I hate are the neverending ads that goes on everytime. So disrupting! Also I need to talk to the developer to change the email linked to this app because I am not using it,2026-02-06 03:34:14
Diane Khristal Barceloña,5,this really help me,2026-02-06 03:33:35
Ella Shorette,5,"Great app!- I'm learning Japanese, its going great so far!",2026-02-06 03:31:59
Hirad Belali,5,Good learning app,2026-02-06 03:30:02
Prashant JAdhav,5,Good Experience,2026-02-06 03:27:46
